Step,Timestamp,Time (s),RAM Usage (GB),GPU Memory Usage (GB)
451,2024-12-04 18:15:51,159.18,15.24,3.68
452,2024-12-04 18:15:51,159.54,15.24,3.68
453,2024-12-04 18:15:52,159.89,15.24,3.68
454,2024-12-04 18:15:52,160.21,15.24,3.68
455,2024-12-04 18:15:52,160.56,15.24,3.68
456,2024-12-04 18:15:53,160.93,15.24,3.68
457,2024-12-04 18:15:53,161.29,15.24,3.68
458,2024-12-04 18:15:53,161.65,15.24,3.68
459,2024-12-04 18:15:54,161.99,15.24,3.68
460,2024-12-04 18:15:54,162.33,15.24,3.68
461,2024-12-04 18:15:54,162.69,15.24,3.68
462,2024-12-04 18:15:55,163.02,15.24,3.68
463,2024-12-04 18:15:55,163.37,15.24,3.68
464,2024-12-04 18:15:55,163.72,15.24,3.68
465,2024-12-04 18:15:56,164.06,15.24,3.68
466,2024-12-04 18:15:56,164.42,15.24,3.68
467,2024-12-04 18:15:57,164.78,15.24,3.68
468,2024-12-04 18:15:57,165.12,15.24,3.68
469,2024-12-04 18:15:57,165.48,15.24,3.68
470,2024-12-04 18:15:58,165.81,15.24,3.68
471,2024-12-04 18:15:58,166.17,15.24,3.68
472,2024-12-04 18:15:58,166.52,15.24,3.68
473,2024-12-04 18:15:59,166.88,15.24,3.68
474,2024-12-04 18:15:59,167.23,15.24,3.68
475,2024-12-04 18:15:59,167.59,15.24,3.68
476,2024-12-04 18:16:00,167.95,15.24,3.68
477,2024-12-04 18:16:00,168.31,15.24,3.68
478,2024-12-04 18:16:00,168.65,15.24,3.68
479,2024-12-04 18:16:01,169.01,15.24,3.68
480,2024-12-04 18:16:01,169.34,15.24,3.68
481,2024-12-04 18:16:01,169.70,15.24,3.68
482,2024-12-04 18:16:02,170.06,15.24,3.68
483,2024-12-04 18:16:02,170.42,15.24,3.68
484,2024-12-04 18:16:03,170.78,15.24,3.68
485,2024-12-04 18:16:03,171.15,15.24,3.68
486,2024-12-04 18:16:03,171.49,15.24,3.68
487,2024-12-04 18:16:04,171.84,15.24,3.68
488,2024-12-04 18:16:04,172.18,15.24,3.68
489,2024-12-04 18:16:04,172.52,15.24,3.68
490,2024-12-04 18:16:05,172.87,15.24,3.68
491,2024-12-04 18:16:05,173.20,15.24,3.68
492,2024-12-04 18:16:05,173.56,15.24,3.68
493,2024-12-04 18:16:06,173.91,15.24,3.68
494,2024-12-04 18:16:06,174.24,15.24,3.68
495,2024-12-04 18:16:06,174.59,15.24,3.68
496,2024-12-04 18:16:07,174.94,15.24,3.68
497,2024-12-04 18:16:07,175.31,15.24,3.68
498,2024-12-04 18:16:07,175.66,15.24,3.68
499,2024-12-04 18:16:08,176.01,15.24,3.68
500,2024-12-04 18:16:08,176.37,15.24,3.68
501,2024-12-04 18:16:09,176.73,15.24,3.68
502,2024-12-04 18:16:09,177.06,15.24,3.68
503,2024-12-04 18:16:09,177.42,15.24,3.68
504,2024-12-04 18:16:10,177.77,15.24,3.68
505,2024-12-04 18:16:10,178.12,15.24,3.68
506,2024-12-04 18:16:10,178.47,15.24,3.68
507,2024-12-04 18:16:11,178.83,15.24,3.68
508,2024-12-04 18:16:11,179.18,15.24,3.68
509,2024-12-04 18:16:11,179.54,15.24,3.68
510,2024-12-04 18:16:12,179.88,15.24,3.68
